responseID,responseID,ID,fluency,clean_response,elaboration,flexibility,originality,z_elaboration,z_flexibility,z_originality
320,320,1zXE30bM,9,lounge exercise,2.0,0.7805265003854152,0.9797894948861188,-0.5263122905744048,-0.1420424672692158,0.4735618682661482
160,160,1zXE30bM,9,stress ball,2.0,0.8876951696060885,0.977377941679164,-0.5263122905744048,0.6594008314070103,0.4479609979576909
278,278,1zXE30bM,9,balls mouse,2.0,0.8176189499527681,0.9394498896649207,-0.5263122905744048,0.13534732728005064,0.04531960573428941
376,376,1zXE30bM,9,aquarium,1.0,0.7899261011558891,0.9861763876972324,-1.2343053362581238,-0.07174909605811695,0.5413646495026503
258,258,1zXE30bM,9,instrument,1.0,0.9312618304799568,0.8961911676807282,-1.2343053362581238,0.9852069523280862,-0.41391178424005937
299,299,1zXE30bM,9,reflection surface,2.0,0.7370287816448127,0.9548502724268868,-0.5263122905744048,-0.4673330157650285,0.20880892898565676
214,214,1zXE30bM,9,noisemaker,1.0,0.8870425441224672,0.9843845242403239,-1.2343053362581238,0.6545202788705538,0.5223423597026643
341,341,1zXE30bM,9,decoration flower pot,3.0,0.6484835120913068,0.8832203603836901,0.18168075510931422,-1.1295042774703854,-0.5516089142265819
262,262,1zXE30bM,9,shot slingshot,2.0,0.9490476997622904,0.95420679577077,-0.5263122905744048,1.1182156558149807,0.20197782844337717
366,366,1zXE30bM,9,color sorting,2.0,0.8071217542308757,0.9152905771325885,-0.5263122905744048,0.056845772419085054,-0.21115386750197018
13,13,1zXE30bM,9,fun stick inside nose ears,5.0,0.8681429841445005,0.9955450051104757,1.5976668464767523,0.5131830223531529,0.6408211983668027
269,269,24FNx1q4,10,miniature pool,2.0,0.5900005393142069,1.0002806768683166,-0.5263122905744048,-1.5668595881196035,0.6910947391480171
116,116,24FNx1q4,10,use mirror,2.0,0.7134108057607578,0.9851054269507364,-0.5263122905744048,-0.6439561710045183,0.5299954095051994
150,150,24FNx1q4,10,game,1.0,0.9436164218536981,0.9770777962105633,-1.2343053362581238,1.0775987356391177,0.44477467588395136
28,28,24FNx1q4,10,use decoration flowerpot,3.0,0.6149269821525203,0.9413694061632419,0.18168075510931422,-1.3804512775762776,0.0656970507712664
295,295,24FNx1q4,10,jewelry,1.0,0.7255728801030137,0.9646443964819262,-1.2343053362581238,-0.5530040947075515,0.31278262485722047
361,361,24FNx1q4,10,throw feet trip people,4.0,0.8620485044542787,0.9929254198605564,0.8896738007930332,0.4676064565325109,0.6130118752916468
241,241,24FNx1q4,10,Use projectile weapon,3.0,0.9321967471712765,0.991242215923393,0.18168075510931422,0.9921985733170142,0.5951431069087924
252,252,24FNx1q4,10,massager,1.0,0.8676753649925513,0.973104712544797,-1.2343053362581238,0.5096860092952535,0.40259671383086587
36,36,24FNx1q4,10,use tallying things,3.0,0.944536159313757,0.976019640956617,0.18168075510931422,1.084476841239066,0.4335413780473666
29,29,24FNx1q4,10,Use plug hole,3.0,0.897702846053348,1.000031165433069,0.18168075510931422,0.7342415967379737,0.6884459442237209
246,246,24FNx1q4,10,roller,1.0,0.8094858023189101,0.9964473899933326,-1.2343053362581238,0.07452491793503964,0.6504008494761822
97,97,2ezga8Dk,3,tupperware homemade baby rattle,4.0,0.8646538508368677,0.9972369112890854,0.8896738007930332,0.4870901117298783,0.6587823491005911
