,ID,z_elaboration,z_flexibility,z_originality,fluency,z_fluency,creativity_score
0,1zXE30bM,-0.6407232755171873,0.8552617281187626,-0.5013170501334633,4.0,-0.5126728089597312,-0.19986285162290482
1,24FNx1q4,0.07975436576367793,-0.1329123775052858,0.08238410596630508,10.0,1.5721966141431751,0.40035567709196807
2,2ezga8Dk,0.4159772650280817,0.2405369215608261,0.4725565459272157,4.0,-0.5126728089597312,0.15409948088909808
3,6sN4NCa8,0.460006454217468,0.2767487406433393,0.05681665579661451,2.0,-1.2076292833273667,-0.10351435816748622
4,9UwSBjVE,0.5150429407042008,-0.39007196200932315,0.0747821908304431,1.0,-1.5551075205111844,-0.3388385877464659
5,AhnxjnT8,-0.09035841064985971,-1.001324744798542,-0.4052718076320719,5.0,-0.16519457177591346,-0.41553738371409676
6,apxM5dCY,-0.20043138362332524,-0.6244725951873512,0.43694314079378693,8.0,0.8772401397755397,0.12231982543966255
7,BAk3LjHF,0.4914558750670297,-0.20116942433793605,-0.022198656946927787,6.0,0.18228366540790428,0.11259286479751754
8,BCK5g8HI,0.3499334812440024,-0.11550136717892345,-0.24505356785699017,3.0,-0.8601510461435489,-0.217693124983865
9,bT2cwfMc,-0.6407232755171873,0.579050665533335,-3.2628079132229475,0.0,-1.902585757695002,-1.3067665702254505
10,BWjufpd8,-0.2738133656056356,0.20449272102486066,-0.08070021813313567,8.0,0.8772401397755397,0.18180481926540729
11,CEu453pT,0.08575834610768512,0.22428765494991793,0.1870861359098967,9.0,1.2247183769593575,0.4304626284817143
12,Der2z8Ho,0.15180212989176445,-0.15791017976515564,-0.1453869537058869,9.0,1.2247183769593575,0.26830584334501983
13,DGnc3GKe,0.019714562323605807,0.0632696676590131,0.11504348860892766,4.0,-0.5126728089597312,-0.07866127259204617
14,DtvzTnFA,0.0197145623236058,0.5054539063303125,0.08309527786109794,7.0,0.5297619025917221,0.2845064122766846
15,E9Rziv69,0.34993348124400236,0.417764183858669,0.3517403356349035,3.0,-0.8601510461435489,0.06482173864850649
16,ECLFbivA,-0.6407232755171873,0.3639296744493006,0.09447321854750575,4.0,-0.5126728089597312,-0.17374829787002805
17,eLOJou0V,-0.06284016740649331,-0.0009915181976914988,0.19968518454704093,7.0,0.5297619025917221,0.16640385038364455
18,Eoqxwb44,-0.16898196277376365,0.26515760151349876,-0.3948637925319726,6.0,0.18228366540790428,-0.029101122096083308
19,eWVLw7M7,-0.34719534758794596,-0.03670395028906362,0.37727630128329764,8.0,0.8772401397755397,0.21765428579545693
20,EyTwwZuh,0.5150429407042008,-0.15148076653174425,-0.1524285850781851,3.0,-0.8601510461435489,-0.16225436426231937
21,ezVJgXXK,-0.20043138362332524,0.3547166794387404,0.352251742760916,2.0,-1.2076292833273667,-0.1752730611877589
22,Fed39H9h,0.15180212989176445,-1.6337752080161738,0.23459242117593676,4.0,-0.5126728089597312,-0.44001336647705097
