,ID,z_elaboration,z_flexibility,z_originality,fluency,z_fluency,creativity_score
0,3JALGThx,-0.49378155566920584,0.4364936759808052,0.3203629188309106,3.0,-0.6356901726198149,-0.09315378336932623
1,4ivPm3Ot,-0.058404270025389816,0.10192597164653745,0.05757368044810382,2.0,-1.0359395405656242,-0.23371103962409318
2,7i5oUdpb,0.1592843727965182,-1.0536957860642624,0.20197713607529091,3.0,-0.6356901726198149,-0.33203111245306705
3,8341gMzz,-0.003982109319912802,-0.23911928037420033,-0.10351366411395999,3.0,-0.6356901726198149,-0.245576306606972
4,8SulpUFW,0.15928437279651822,-0.009347013520691404,-1.3847152266861662,4.0,-0.23544080467400544,-0.3675546680210862
5,8vjxU3li,0.6342414116806813,-0.18354647577238684,0.013110145154131881,10.0,2.166055403000851,0.6574651210158193
6,8XFfLUrd,-0.0856153503781283,-0.11180340545533751,0.6382149159541016,7.0,0.9653072991634228,0.35152586482101467
7,a3O7LUxg,0.014158610915246185,-0.08131605822755003,-0.6536487174308191,8.0,1.3655566671092323,0.16118762559152733
8,AOqI6isn,0.15928437279651825,-0.2889665000587899,0.25908104161753887,3.0,-0.6356901726198149,-0.1265728145661369
9,BFJVCx5x,-0.3631683699760611,0.12512290471427812,0.3628010738525349,4.0,-0.23544080467400544,-0.027671299020813382
10,bnvwtbLQ,-0.42121867472856983,0.6549396432776912,0.25270269100468934,8.0,1.3655566671092323,0.46299508166576075
11,dAw8I6QL,0.8123503012622423,0.382689938092721,-0.2542780569087576,3.0,-0.6356901726198149,0.0762680024565977
12,DGsLkZMG,0.5946616584403343,0.30586433481192227,-0.0741330784443235,2.0,-1.0359395405656242,-0.05238665643942281
13,DtX7BDmn,0.3458746380724393,-0.017904945973127195,0.2198048500942845,6.0,0.5650579312176135,0.2782081183528025
14,fXt6vbKa,0.5946616584403343,-1.0709266615342208,-0.5265766517138751,5.0,0.16480856327180401,-0.2095082728839894
15,gTvYcIjH,-0.41214831461099033,0.4189026046074229,-0.6797780293651451,7.0,0.9653072991634228,0.07307088994867758
16,hNMu9RSE,-0.3071912903932847,0.29439990636747293,0.4166995555515789,7.0,0.9653072991634228,0.3423038676722975
17,ieEtPuLP,0.06598924015855762,0.3109747377167202,-0.08966582318694545,5.0,0.16480856327180401,0.11302667949003409
18,inJfUF1A,0.48581733702938024,-0.24000777520987127,-1.2109489860706124,3.0,-0.6356901726198149,-0.4002073992177296
19,jT0FGhyh,0.24091761385473373,0.16058443192924143,0.6707810994636813,7.0,0.9653072991634228,0.5093976111027698
20,kiA4dIKm,-0.1019419985897714,-0.34629527468083277,0.21596495892898027,9.0,1.7658060350550417,0.38338343017835447
21,kPEmVDSW,0.1592843727965182,0.13622325072458513,-0.04582149078882185,7.0,0.9653072991634228,0.3037483579739261
22,L5mX7ray,-0.003982109319912802,0.40882478686935875,-0.0650773994353747,3.0,-0.6356901726198149,-0.07398122362643592
23,m6KNrYOy,0.3769730156184263,0.9189612357602255,0.22125518442137934,2.0,-1.0359395405656242,0.12031247380860172
24,MWkWuW3u,-0.003982109319912802,-0.006024503916004974,0.30173040865881046,3.0,-0.6356901726198149,-0.08599159429923055
25,NEHDYmro,-0.3305150735527748,0.6332000525463768,0.2535712066374112,7.0,0.9653072991634228,0.380390871198609
26,O9FeIQhN,-0.3849372342582518,-0.8158312467719059,0.24959694593807555,5.0,0.16480856327180401,-0.19659074295506954
27,Ondj7mVH,-0.49378155566920584,0.1026376738291358,0.5553030773590235,1.0,-1.4361889085114337,-0.31800742824812006
28,Ot28FUYH,0.4391697707103999,0.3290195695358958,-0.3005117024680851,6.0,0.5650579312176135,0.258183892248956
29,OuzOcDkX,-0.10194199858977142,0.062182584440071596,0.0494127381770663,4.0,-0.23544080467400544,-0.05644687016165974
30,Q9sGDcdr,-0.4004864230312452,0.5916824334348514,-0.06125433556795924,6.0,0.5650579312176135,0.1737499015133151
31,qgPJerbc,-0.4937815556692059,0.35722192576771516,0.620557574260551,3.0,-0.6356901726198149,-0.03792305706518864
32,qMcwUIGM,0.15928437279651822,-0.125085514021201,0.40754788585264484,2.0,-1.0359395405656242,-0.14854819898441554
33,QpnPVP2Q,-0.3305150735527748,0.12930309653813618,0.644379656999609,3.0,-0.6356901726198149,-0.04813062315871114
34,qyV1HDmQ,-0.49378155566920584,1.9689156690195855,0.5075771429491522,0.0,-1.8364382764572431,0.036568244960572205
35,R3IPuMaE,0.9429634869553871,-0.06549430189424033,0.6849079809532789,4.0,-0.23544080467400544,0.33173409033510504
36,rt1cQJHC,-0.10194199858977145,-0.7625842920081989,-0.42181297927390987,4.0,-0.23544080467400544,-0.38044501863647145
37,SG89f5RZ,0.014158610915246192,-0.3886590479226799,-0.8007259165822376,8.0,1.3655566671092323,0.04758257837989027
38,ShSCD4SA,-0.8203145199020678,0.6300006391340864,0.47004832386904116,1.0,-1.4361889085114337,-0.28911361635259347
39,tLD4uJLr,-0.49378155566920584,-0.11743100272978597,0.5053305556095498,1.0,-1.4361889085114337,-0.3855177278252189
40,upWtM3XV,0.48581733702938024,0.23174839583186,0.6831519768267923,3.0,-0.6356901726198149,0.19125688426705442
41,vUbFxArB,0.028671187103373387,0.026468480594161282,-0.40649042514401906,4.0,-0.23544080467400544,-0.14669789053012244
42,vWWuV7Rl,-0.003982109319912802,-0.23043769190278765,0.5263141691930884,3.0,-0.6356901726198149,-0.08594895116235673
43,WjInz2pD,0.3225508549129492,-1.0636561509050089,-0.21841615659948518,3.0,-0.6356901726198149,-0.39880290630283993
44,X4xdkpC1,-0.3305150735527748,0.44678520927498233,-0.8417588416551256,2.0,-1.0359395405656242,-0.44035706162463556
45,xgoSH35r,0.3458746380724393,-0.6874865306204146,0.2099673430761577,6.0,0.5650579312176135,0.10835334543644895
46,XVKZEeYJ,-0.7550079270554955,-0.37807092911036777,-0.04143928072391179,4.0,-0.23544080467400544,-0.35248973539094514
47,Y4UsUD3D,-0.23255518428291624,-0.16152642434229633,-0.19788341690865255,12.0,2.96655413889247,0.5936472783396511
48,YEdpkYEK,-0.16724859143634382,0.5531998701936216,0.07073035390914734,5.0,0.16480856327180401,0.15537254898455727
49,ykbFpiv8,-0.02730589247940296,0.20520680737790578,-0.5548321272915204,6.0,0.5650579312176135,0.047031679706148966
50,zGttpJxf,-0.02730589247940296,-0.2452749256541584,0.45622494796958135,7.0,0.9653072991634228,0.28723785724986073
