,ID,z_elaboration,z_flexibility,z_originality,fluency,z_fluency,creativity_score
0,3JALGThx,0.7971041895326201,-0.010654001551989978,-0.06425197531044076,3.0,-0.6861961926681421,0.009000505000511777
1,4ivPm3Ot,-0.5203961071679407,0.11269949515907984,0.2405317058147997,4.0,-0.24874611984220146,-0.10397775650906566
2,7i5oUdpb,-0.5203961071679407,0.5534515576994635,0.1307730296617971,3.0,-0.6861961926681421,-0.13059192811870557
3,8341gMzz,0.8598422988993134,0.5545000295945254,-0.12488205305601106,5.0,0.18870395298373924,0.36954105710539176
4,8SulpUFW,0.2324612052323797,-0.344338271580754,0.5747074290037187,0.0,-1.9985464111459643,-0.38392901212265496
5,8vjxU3li,-0.29453891344784466,0.14219069887341235,-0.6021675078798736,9.0,1.938504244287502,0.295997130458299
6,8XFfLUrd,0.23246120523237973,0.3881727219171997,-0.48512657824283306,6.0,0.6261540258096799,0.19041534367910656
7,a3O7LUxg,0.3265683692824198,0.2258325803831167,0.5758120066347047,7.0,1.0636040986356206,0.5479542637339654
8,AOqI6isn,0.23246120523237965,-0.6155152445521552,-0.31090151078089134,4.0,-0.24874611984220146,-0.23567541748571708
9,BFJVCx5x,0.34001224986099693,-0.47558980079958946,-0.524576689130362,6.0,0.6261540258096799,-0.008500053564818671
10,bnvwtbLQ,0.3077469364724118,-0.04125755392504121,0.2943597751346109,8.0,1.5010541714615613,0.5154758322858857
11,dAw8I6QL,-0.2694436697011673,-0.4748711226148465,-0.1948065064450133,2.0,-1.1236462654940829,-0.5156918910637776
12,DGsLkZMG,-0.14396745096778052,0.6933780544182035,-0.6323076710673826,3.0,-0.6861961926681421,-0.19227331507127543
13,DtX7BDmn,-0.394919888434554,0.5126281186128294,0.33994078471871575,5.0,0.18870395298373924,0.1615882419701826
14,fXt6vbKa,0.23246120523237973,-0.24182213350662196,-0.2485675792319542,6.0,0.6261540258096799,0.09205637957587087
15,gTvYcIjH,-0.06868171972774847,0.3910556681540117,-0.2767281310477434,4.0,-0.24874611984220146,-0.050775075615920415
16,hNMu9RSE,-0.18579285721224273,0.6061886580098516,0.18958137767608285,8.0,1.5010541714615613,0.5277578374838132
17,ieEtPuLP,0.9853185176327001,0.2623295045595739,0.05924124379483211,5.0,0.18870395298373924,0.37389830474271135
18,inJfUF1A,-0.5203961071679407,0.4693164474260767,0.29574100302748396,3.0,-0.6861961926681421,-0.11038371234563055
19,jT0FGhyh,0.006604011512283558,-0.8536290758721943,-0.3173638331184282,9.0,1.938504244287502,0.19352883670229076
20,kiA4dIKm,0.12491016060376249,-0.2463916552654227,-0.08422755227354564,6.0,0.6261540258096799,0.10511124471861852
