responseID,responseID,ID,fluency,clean_response,elaboration,flexibility,originality,z_elaboration,z_flexibility,z_originality
147,147,12whIALS,4,closing hole,2.0,0.9099090606883826,0.9451283811691149,-0.4992670748571522,0.892562310930156,0.11111181133939947
88,88,12whIALS,4,test height depth,3.0,0.8809541337081872,0.48573537554883855,0.24163815722623758,0.6491276583959548,-4.502797350400515
159,159,12whIALS,4,fill hole wall,3.0,0.6981314893568487,0.9942762141098106,0.24163815722623758,-0.8879291241506814,0.604727591097649
277,277,12whIALS,4,door slightly ajar,3.0,0.8511036617354406,0.9784559248941225,0.24163815722623758,0.39816383183760373,0.4458366709908391
221,221,12whIALS,4,use decoration,2.0,0.6277511332139261,0.9882071299277394,-0.4992670748571522,-1.4796424983409993,0.5437728034355681
98,98,8LR6AAoU,5,cover paint roll paintings,4.0,0.6756340932914194,0.9939901228467892,0.9825433893096274,-1.0770729544168736,0.6018542362938122
138,138,8LR6AAoU,5,Use houseplant pots add color,5.0,0.7857606755510642,1.0008571298911553,1.7234486213930171,-0.1511985322333081,0.6708229544242795
186,186,8LR6AAoU,5,massager,1.0,0.8676753649925513,0.9683175565406186,-1.240172306940542,0.5374881971538722,0.34401206752704394
268,268,8LR6AAoU,5,massager,1.0,0.8676753649925513,0.9553405186821978,-1.240172306940542,0.5374881971538722,0.21367731463639067
345,345,8LR6AAoU,5,cut window,2.0,0.7176790425923363,0.9957654463240277,-0.4992670748571522,-0.7235857005589215,0.6196846802850589
225,225,8LR6AAoU,5,freeze ice cube,3.0,0.772124617555423,0.4593972412996275,0.24163815722623758,-0.26584185502170904,-4.767324144297803
179,179,96xjiTAF,7,decorate mirror,2.0,0.5816404513041917,0.8660877323275938,-0.4992670748571522,-1.8673118520399012,-0.682732172739894
228,228,96xjiTAF,7,use marbles draw circles,4.0,0.6951516423662565,0.9706688615106775,0.9825433893096274,-0.9129817867685511,0.3676273760116642
129,129,96xjiTAF,7,fish tank bed,3.0,0.7827332931514586,0.8796804093142299,0.24163815722623758,-0.17665084240629628,-0.5462142542824016
368,368,96xjiTAF,7,shoes massage feet,3.0,0.7649392953409295,0.8658070808314193,0.24163815722623758,-0.32625148471367466,-0.6855508932985738
183,183,96xjiTAF,7,skate,1.0,0.9443573122986949,0.9564992915076106,-1.240172306940542,1.182181351133673,0.22531543818232574
303,303,96xjiTAF,7,weight fishing line,3.0,0.9161693470987265,0.9753409969157542,0.24163815722623758,0.9451948265676163,0.4145519222860816
408,408,96xjiTAF,7,use cat toy,3.0,0.8535675283600248,0.9427616513530838,0.24163815722623758,0.41887845895638437,0.08734158356502358
328,328,96xjiTAF,7,ring,1.0,0.801183694543903,0.8527558969376834,-1.240172306940542,-0.02153157530683732,-0.8166303311701957
164,164,9BdrkwdF,4,substitute poker chips,3.0,0.8500225033109357,1.0008571298911555,0.24163815722623758,0.38907413785965633,0.6708229544242817
97,97,9BdrkwdF,4,break small pieces use cut things,6.0,0.8106587645309876,0.9527207268614792,2.464353853476407,0.05812880068446858,0.1873654610914196
192,192,9BdrkwdF,4,warm use help earache,4.0,0.9236487684633615,0.8932959958103152,0.9825433893096274,1.0080770552916658,-0.4094662443906779
132,132,9BdrkwdF,4,plug hole,2.0,0.9098440767332246,0.9944095103729663,-0.4992670748571522,0.89201596707113,0.6060663508137868
47,47,9BdrkwdF,4,poker chips,2.0,0.8481843458711072,0.9730236931504852,-0.4992670748571522,0.3736200765189441,0.39127810456943485
363,363,9hYeAXox,6,paper weight,2.0,0.8588277497966401,0.925332386797768,-0.4992670748571522,0.4631030628917096,-0.08770906463886129
258,258,9hYeAXox,6,use eyes doll,3.0,0.8188319242139687,0.9558202742862574,0.24163815722623758,0.1268435409735358,0.21849573535652697
269,269,9hYeAXox,6,level,1.0,0.8873641456288501,0.9343567045265421,-1.240172306940542,0.7030189711149943,0.0029265822644336673
302,302,9hYeAXox,6,finger exercise rolled thumb forefinger,5.0,0.9059563015700728,0.8580157231757469,1.7234486213930171,0.8593300205094169,-0.7638033177588922
46,46,9hYeAXox,6,Fill glass jars decorations,4.0,0.6222384567233377,0.9830172279911358,0.9825433893096274,-1.525989584173325,0.4916480740625219
39,39,9hYeAXox,6,clean pipe,2.0,0.7262157280313237,0.9521188588388404,-0.4992670748571522,-0.6518146663907096,0.1813206054888356
230,230,9hYeAXox,6,juggle marbles,2.0,0.7102364575254023,0.8921377993109788,-0.4992670748571522,-0.7861582330665852,-0.4210985796112976
203,203,9jRf1WFh,6,fish bowl decoration,3.0,0.6259725644321265,0.9978922701396643,0.24163815722623758,-1.4945955760573306,0.6410454144893653
93,93,9jRf1WFh,6,use weapon,2.0,0.9198873214320349,0.9451576669215918,-0.4992670748571522,0.9764531955000972,0.11140594250815537
63,63,9jRf1WFh,6,eyeballs statues,2.0,0.6019476282708561,0.9934092351390468,-0.4992670748571522,-1.6965819941400102,0.5960200962788239
15,15,9jRf1WFh,6,roll forth like ball,4.0,0.8176054239821542,0.9623277866907557,0.9825433893096274,0.1165319053072089,0.2838538725852617
219,219,9jRf1WFh,6,level building things,3.0,0.8183109605161718,0.5295976925920696,0.24163815722623758,0.12246360878296754,-4.062266597896668
200,200,9jRf1WFh,6,Fishing weight,2.0,0.9359307041994117,0.9451946557587394,-0.4992670748571522,1.111335777387486,0.11177743953251079
165,165,9jRf1WFh,6,earring,1.0,0.836042000214002,0.9428922061439238,-1.240172306940542,0.27153493922920613,0.08865280933075424
249,249,9kqoCcV2,7,art,1.0,0.7629210210376909,0.8807971799340293,-1.240172306940542,-0.34321985434774965,-0.5349979794780054
48,48,9kqoCcV2,7,things shoes taller,3.0,0.8510332390830438,0.9989095311761552,0.24163815722623758,0.39757176286335044,0.6512622657664306
170,170,9kqoCcV2,7,replacement golf ball,3.0,0.849775027322881,0.9650836047538489,0.24163815722623758,0.3869935167894031,0.3115319043659722
201,201,9kqoCcV2,7,Jewelry,1.0,0.7255728801030137,0.48573537554883855,-1.240172306940542,-0.657219323849094,-4.502797350400515
383,383,9kqoCcV2,7,door stopper,2.0,0.7526932605131815,0.9956306515176373,-0.4992670748571522,-0.4292083747536178,0.6183308699645902
160,160,9kqoCcV2,7,use small marble earring,4.0,0.41181597515565227,1.0008571298911555,0.9825433893096274,-3.295088284399719,0.6708229544242817
73,73,9kqoCcV2,7,play game,2.0,0.954892025709942,1.0008571298911555,-0.4992670748571522,1.2707505366325142,0.6708229544242817
209,209,9kqoCcV2,7,toy,1.0,0.8510659222284418,1.0008571298911553,-1.240172306940542,0.39784654201057873,0.6708229544242795
68,68,9qlziAVU,3,prank lawbreakers,2.0,0.9438953169334621,0.9498626667086009,-0.4992670748571522,1.1782971872646086,0.15866056188128833
102,102,9qlziAVU,3,decorations,1.0,0.6839526017960897,1.0008571298911555,-1.240172306940542,-1.007136213466973,0.6708229544242817
28,28,9qlziAVU,3,roll palm stress release,4.0,0.8806249418735949,0.9037533966735476,0.9825433893096274,0.6463600223412723,-0.30443744103371745
141,141,9qlziAVU,3,rolling pin,2.0,0.7960310421655272,0.9870070902934173,-0.4992670748571522,-0.06485180685904882,0.5317202170977026
416,416,az1GqRPg,2,paint tiny globe,3.0,0.6607114733390067,0.9987285698680707,0.24163815722623758,-1.202532873742528,0.6494447826374389
64,64,az1GqRPg,2,nose plugs,2.0,0.92128998919006,0.9578050570697206,-0.4992670748571522,0.9882459359386871,0.2384298818425408
266,266,az1GqRPg,2,ball bearing,2.0,0.785060477439792,0.8860142199974795,-0.4992670748571522,-0.1570853536381501,-0.4826006885932291
414,414,bKR3zET6,3,aquarium filler,2.0,0.7432985305296735,0.9103755981355247,-0.4992670748571522,-0.5081933029750625,-0.23792742537719022
143,143,bKR3zET6,3,number counter,2.0,0.9113002663763802,0.9559704101763615,-0.4992670748571522,0.9042586855572766,0.22000362370132712
163,163,bKR3zET6,3,projectiles sling shot,3.0,0.9389411244455773,0.9721918758527609,0.24163815722623758,1.1366454805377821,0.3829237556701043
111,111,bKR3zET6,3,jewelry,1.0,0.7255728801030137,0.943170062357514,-1.240172306940542,-0.657219323849094,0.09144345549612046
376,376,BqqzF1oY,2,cat toy,2.0,0.8621538331736076,0.9329387636206086,-0.4992670748571522,0.4910666613399347,-0.011314493365046092
173,173,BqqzF1oY,2,ear plug,2.0,0.9817688084448634,0.9545012263527506,-0.4992670748571522,1.496713471050822,0.20524789032901342
386,386,BqqzF1oY,2,foot scrubber,2.0,0.7794622428672717,0.9471091877439899,-0.4992670748571522,-0.2041517575319869,0.13100602281332133
226,226,bT2HdRH4,8,use marble table decoration,4.0,0.337953697540447,0.9849689636626636,0.9825433893096274,-3.9160754448557134,0.5112503122028221
377,377,bT2HdRH4,8,door stop,2.0,0.8145183607192621,0.6931809556820154,-0.4992670748571522,0.09057783630654297,-2.4193196939512522
341,341,bT2HdRH4,8,paste picture nose,3.0,0.8004891997891611,0.990444639241259,0.24163815722623758,-0.02737044650907045,0.566245206355999
90,90,bT2HdRH4,8,eyes snowman,2.0,0.8239730322213812,0.9560172254516216,-0.4992670748571522,0.17006671478023488,0.22047381246081893
261,261,bT2HdRH4,8,Use fake eyeballs,3.0,0.853737098544014,1.0008571298911555,0.24163815722623758,0.4203040974616312,0.6708229544242817
290,290,bT2HdRH4,8,anchor vase,2.0,0.7055824980867226,0.9518120218034373,-0.4992670748571522,-0.8252857708303023,0.1782388907228563
89,89,bT2HdRH4,8,bounce water,2.0,0.8157259023365458,0.9670709141279253,-0.4992670748571522,0.10073007997219338,0.33149142664011405
