responseID,responseID,ID,fluency,clean_response,elaboration,flexibility,originality,z_elaboration,z_flexibility,z_originality
184,184,0Wv0i16N,9,use place plastic maggie save leftovers,6.0,0.8058200860847653,0.9478680324866972,1.830156753897816,0.47593643604237457,0.09548109887471838
417,417,0Wv0i16N,9,Tie letter picture release open field parking lot,8.0,0.8044612842853923,0.9626585669911658,3.074512819604899,0.465223092370088,0.22722070229630617
265,265,0Wv0i16N,9,draw face,2.0,0.8219414382264645,0.9770819118154137,-0.6585553775163493,0.6030437051346554,0.35568973947580396
120,120,0Wv0i16N,9,decoration,1.0,0.6834807255340667,0.9911040581748071,-1.2807334103698906,-0.4886366273964732,0.4805852934497207
314,314,0Wv0i16N,9,ball,1.0,0.6988084275819768,0.9987931329704884,-1.2807334103698906,-0.3677868170551509,0.5490720451594676
340,340,0Wv0i16N,9,plug space jar,3.0,0.726034305164479,0.9246063823506955,-0.03637734466280793,-0.15312697228931035,-0.11171091050957499
236,236,0Wv0i16N,9,cut ribbons braid bracelet,4.0,0.7656767934626693,0.960420969014673,0.5858006881907334,0.15943045982410867,0.2072903698292105
146,146,0Wv0i16N,9,use learn juggling,3.0,0.8195896693616476,0.9719674913943525,-0.03637734466280793,0.5845014069877194,0.310135488694785
240,240,0Wv0i16N,9,use rubber gloves,3.0,0.7487901798659795,0.7305651427456491,-0.03637734466280793,0.026289559505955788,-1.8400403326328116
279,279,0Wv0i16N,9,use water balloon fight,4.0,0.4678151263570185,0.9181745361344851,0.5858006881907334,-2.189031551320997,-0.16899950069109923
169,169,1iCU2QmW,3,waterproof things,2.0,0.8247684225262362,0.949152288359327,-0.6585553775163493,0.6253327942229892,0.10691999307431478
183,183,1iCU2QmW,3,fill stress ball,3.0,0.7069178299673111,0.9128650804254047,-0.03637734466280793,-0.3038490045124848,-0.21629093490447426
299,299,1iCU2QmW,3,Draw face birthday party,4.0,0.6887668712509145,0.8821621405718838,0.5858006881907334,-0.44695851378747625,-0.4897626690705151
73,73,1iCU2QmW,3,tie vase flowers,3.0,0.66719360680828,0.9466494237971818,-0.03637734466280793,-0.6170508673696654,0.0846269255225413
375,375,1iCU2QmW,3,turn balloon animal birthday party,5.0,0.4208376948246557,0.9653676706955828,1.2079787210442747,-2.559420646389723,0.25135074624705206
33,33,2CLBZyT3,2,bird seed feeder,3.0,0.7993033331569923,0.9910529555731366,-0.03637734466280793,0.42455571681251447,0.4801301214966144
