,ID,z_elaboration,z_flexibility,z_originality,fluency,z_fluency,creativity_score
0,12whIALS,0.22026849070547283,0.28766168731937214,-0.24549602393083286,4.0,-0.21000704893049685,0.013106776290878815
1,8LR6AAoU,0.38046375667308957,0.47363716426423835,0.35684041588390564,8.0,1.3792354835165068,0.6475442050844351
2,96xjiTAF,-0.06808298803623729,-0.7715563295750688,0.21969757041188642,4.0,-0.21000704893049685,-0.2074871990324791
3,9BdrkwdF,-0.7409031051002275,0.6534691720351317,0.2432798464061622,2.0,-1.0046283151539988,-0.2121956004532331
4,9hYeAXox,0.40048816491904166,-0.09666317507043129,-0.05801622342176646,3.0,-0.6073176820422478,-0.09037722890385097
5,9jRf1WFh,-0.14017085772166488,0.2399051142210471,-0.7978848375815933,9.0,1.7765461166282577,0.26959888388651165
6,9kqoCcV2,-0.02002440824595227,-0.22664549613867088,0.011109843723892787,2.0,-1.0046283151539988,-0.3100470939536823
7,9qlziAVU,-1.101342453527365,-0.22050450667558263,0.569398103331381,5.0,0.18730358418125403,-0.14128631817257817
8,az1GqRPg,0.11728581972629064,-0.04791539795993035,0.4345703522130853,6.0,0.5846142172930049,0.27213874781811265
9,bKR3zET6,0.5807078391326106,0.12887156901524635,0.14994672955205962,3.0,-0.6073176820422478,0.0630521139144172
10,BqqzF1oY,-0.5006102061488025,-0.4169565207137951,-0.3207562674366406,1.0,-1.4019389482657496,-0.6600654856412469
11,bT2HdRH4,-0.08867952223207373,-0.414288715091915,0.3266690475642799,6.0,0.5846142172930049,0.102078756883324
12,C2l3rPFQ,0.40048816491904166,-0.8716846481071039,-0.05926263037289611,2.0,-1.0046283151539988,-0.3837718571787393
13,CaEoe8la,-0.5661446331355549,0.08592270617144969,0.15764617173049322,9.0,1.7765461166282577,0.36349259034866144
14,CeEShVk3,-0.180219674213569,0.4010858009130561,0.04707405085137285,9.0,1.7765461166282577,0.5111215735447794
15,CSdAI2qj,0.9411471875597482,0.20836860087942055,-0.049946109655297576,5.0,0.18730358418125403,0.3217183157412813
16,eaQpbKjZ,-0.08867952223207373,-0.7069856733041837,0.5578947849956163,4.0,-0.21000704893049685,-0.1119443648677845
17,ebhITDOk,0.11728581972629068,0.29668768478928415,-1.0352241773835216,6.0,0.5846142172930049,-0.009159113893735471
18,EkNxNrOF,-0.17293807121504093,0.15712848385610198,-0.10148323718720045,10.0,2.1738567497400085,0.5141409812984673
19,FEq2hZ14,0.4605613896568979,-0.23598697693360007,0.07148349263116265,5.0,0.18730358418125403,0.12084037238392863
20,FLzCE0o7,-0.4205125731649941,0.17953027498907465,0.22497690592560396,8.0,1.3792354835165068,0.34080752281654786
21,G37QKYSF,-0.14017085772166482,0.18839887031466185,0.04970026992121221,3.0,-0.6073176820422478,-0.12734734988200963
22,gMCWgT8Z,0.7351818456013838,-0.31376212303435574,0.5770421525618339,6.0,0.5846142172930049,0.3957690231054667
23,hLPZwHYu,-0.23028069482844926,0.19420130529122065,0.11682996146573965,5.0,0.18730358418125403,0.06701353902744127
24,hppL2mMe,0.700854288608323,0.08668749469343602,-0.20905584619854878,2.0,-1.0046283151539988,-0.10653559451269712
25,Id87TDYK,0.6527957088180381,0.44882158548416473,0.3027994612958773,4.0,-0.21000704893049685,0.2986024266668958
26,ir6U8XNz,-0.21225872740709234,0.4472598462988374,0.409851997338509,4.0,-0.21000704893049685,0.10871151682493932
27,J3ckyDxF,-0.020024408245952263,-0.056722119403940674,-0.035214719714560395,2.0,-1.0046283151539988,-0.279147390629613
28,JcBql1hI,0.28034171544332903,-0.06161669020402652,0.083114292909457,11.0,2.5711673828517596,0.7182516752501298
29,jDbfJBEH,-0.14017085772166482,0.5031789246880307,0.38608168028477136,7.0,0.9819248504047559,0.4327536494139733
30,jnru1wZU,-0.2946448641904381,-0.35073014305249683,-0.33985265126565334,6.0,0.5846142172930049,-0.10015336030389585
31,JtPusmu5,0.10012204122976028,0.07422497897787741,0.4175544365749985,5.0,0.18730358418125403,0.19480126024097255
32,kz1hUsKh,1.6620258844140234,1.259917153511973,0.5978896247823251,0.0,-1.7992495813775005,0.4301457703327052
33,L4fZtMw7,-0.2603173071973774,-0.5188821656337425,0.48320991535761,2.0,-1.0046283151539988,-0.32515446815687715
34,Ml4ZDbrf,-0.5006102061488025,-0.12780432828357444,-0.18495047695028843,1.0,-1.4019389482657496,-0.5538259899121037
35,NDPEOPns,0.9411471875597481,0.515612264388671,-1.138178550122989,2.0,-1.0046283151539988,-0.1715118533321422
