,ID,z_elaboration,z_flexibility,z_originality,fluency,z_fluency,creativity_score
0,12whIALS,-0.0031270772646921075,0.011449627303453308,-0.06131843954261712,7.0,0.5993860675368127,0.1365975445082392
1,8LR6AAoU,-0.12091365423475882,-0.08333075148652817,0.3531739188897827,5.0,-0.16346892751003994,-0.0036348535853860525
2,96xjiTAF,0.11465949970537455,0.0033508315468580483,0.26650404272584227,5.0,-0.16346892751003994,0.05526136161700873
3,9BdrkwdF,-0.003127077264692135,0.05189577087386327,-0.4166985784070841,3.0,-0.9263239225568926,-0.3235634518387014
4,9hYeAXox,-0.0031270772646921166,-0.18366806318194087,-0.06994370613799063,5.0,-0.16346892751003994,-0.10505194352366588
5,9jRf1WFh,-0.3564868081748922,0.4164348605535925,-0.3281330305303577,3.0,-0.9263239225568926,-0.29862722517713747
6,9kqoCcV2,-0.12091365423475882,0.6275219390210953,0.4822541062839689,5.0,-0.16346892751003994,0.20634836589006636
7,9qlziAVU,-0.5584066544092923,-0.7706261511137178,0.48968079843019663,6.0,0.21795857001338637,-0.15534835926985677
8,az1GqRPg,-0.7098465390850923,-0.27262607950796713,0.35926513048847464,3.0,-0.9263239225568926,-0.3873828526653693
9,bKR3zET6,-0.3564868081748922,0.5842059702376122,-0.17988095558834039,5.0,-0.16346892751003994,-0.028907680258915075
10,BqqzF1oY,-0.0031270772646921075,0.37336399507110096,-0.13317500336593377,1.0,-1.689178917603745,-0.3630292507908175
11,bT2HdRH4,-0.5135355774683146,0.5085523614428443,-0.32852649783042837,8.0,0.980813565060239,0.16182596280108508
12,C2l3rPFQ,0.703592384555708,0.089215279104316,-0.2880494477768445,1.0,-1.689178917603745,-0.29610517543014137
13,CaEoe8la,0.13821681509938794,-0.23890473397023934,-0.3117119218194091,8.0,0.980813565060239,0.14210343109249463
14,CeEShVk3,0.5429743250510715,0.08394352640878412,-0.08378932678935934,10.0,1.7436685601070916,0.5716992711943969
15,CSdAI2qj,-0.003127077264692154,0.003542081642073073,0.24878663725880476,5.0,-0.16346892751003994,0.021433178531536437
16,eaQpbKjZ,-0.12091365423475882,0.7280390540144462,0.21567868808253166,5.0,-0.16346892751003994,0.16483379008804477
17,ebhITDOk,0.43857258637305796,-1.0211650482397745,-0.036730973189984015,7.0,0.5993860675368127,-0.00498434187997196
